# Rime user dictionary
#@/db_name	terra_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	1466
#@/user_id	79ab5cc6-16fb-466f-9b2a-142e70327c72
shou1 lian3 	收斂	c=1 d=1 t=48
shou2 	熟	c=1 d=1 t=1082
shou2 nian3 	熟捻	c=2 d=1.59156 t=1238
shou3 hu4 	守護	c=1 d=1 t=592
shou3 ji1 	手機	c=2 d=1.98511 t=895
shou3 tao4 	手套	c=1 d=1 t=545
shou3 xi2 	首席	c=1 d=1 t=1081
shou4 	受	c=1 d=1 t=1030
shou4 guo4 	受過	c=1 d=1 t=1080
shu1 li2 	疏離	c=1 d=1 t=517
shu2 huo4 	熟貨	c=1 d=1 t=741
shu4 	術	c=4 d=1.86787 t=1384
shu4 ke1 	術科	c=1 d=1 t=1391
shu4 zi4 	數字	c=2 d=1.96561 t=954
shuai1 xia4 	摔下	c=1 d=1 t=477
shun4 jian1 	瞬間	c=2 d=1.99005 t=287
shuo1 de5 	說的	c=1 d=1 t=844
shuo1 hua4 	說話	c=2 d=1.89137 t=742
shuo1 wan2 	說完	c=1 d=1 t=256
si3 	死	c=1 d=1.03239 t=481
si4 de5 	似的	c=1 d=1 t=271
si4 zhou1 	四周	c=1 d=1 t=326
song1 dong4 	鬆動	c=1 d=1 t=1021
song1 kai1 	鬆開	c=2 d=1.96561 t=239
suan4 ming4 	算命	c=1 d=1 t=1126
suan4 shi4 	算是	c=0 d=0.1 t=636
suan4 suan4 	算算	c=1 d=1 t=713
sui1 ran2 	雖然	c=1 d=1 t=701
sui2 ji1 	隨機	c=1 d=1 t=532
sui4 an4 	歲按	c=1 d=1 t=700
suo3 	所	c=1 d=1 t=564
suo3 	鎖	c=3 d=1.3929 t=563
suo3 cuo4 	所錯	c=1 d=1 t=193
suo3 wei4 	所謂	c=2 d=1.99501 t=1236
suo3 yi3 	所以	c=1 d=1 t=497
suo3 you3 	所有	c=1 d=1 t=1334
ta1 	他	c=2 d=1.00874 t=1440
ta1 	它	c=3 d=1.21832 t=593
ta1 ren2 	他人	c=1 d=1 t=1301
tai2 	台	c=2 d=1.00589 t=1393
tai2 mian4 	檯面	c=1 d=1 t=1186
tai2 wan1 	臺灣	c=2 d=1.00607 t=1024
tai2 zi5 	臺子	c=1 d=1 t=365
tan1 wu1 	貪污	c=1 d=1 t=1458
tan2 ren2 	談人	c=1 d=1 t=1300
te4 	特	c=1 d=1 t=2
ti2 dao4 	提到	c=2 d=1.99501 t=26
ti2 gong1 	提供	c=1 d=1 t=76
ti2 qi3 	提起	c=1 d=1 t=746
ti3 nei4 	體內	c=2 d=1.92774 t=107
ti3 yan4 	體驗	c=2 d=1.02858 t=1226
ting2 liu2 	停留	c=1 d=1 t=924
ting2 zhi3 	停止	c=1 d=1 t=886
tong1 chang2 	通常	c=2 d=1.99501 t=1283
tong1 qi4 	通緝	c=1 d=1 t=1183
tong2 qi2 	同期	c=1 d=1 t=1182
tong2 yan2 	童言	c=1 d=1 t=315
tong2 yang4 	同樣	c=1 d=1 t=316
tou2 	頭	c=4 d=1.35224 t=1450
tou2 ying3 	投影	c=1 d=1 t=1213
tou4 guo4 	透過	c=1 d=1 t=1297
tu2 pian4 	圖片	c=1 d=1 t=557
tu2 ran2 	突然	c=1 d=1 t=744
tu3 	土	c=2 d=1.99005 t=1288
tui1 	推	c=1 d=1 t=537
wa3 	瓦	c=1 d=1 t=1340
wai4 kuo4 	外擴	c=1 d=1 t=506
wai4 shi4 	外事	c=1 d=1 t=687
wan2 mei3 	完美	c=1 d=1 t=272
wan3 shang5 	晚上	c=1 d=1 t=689
wang2 zi3 	王子	c=1 d=1 t=377
wang3 shang4 	網上	c=1 d=1 t=688
wang3 zi5 	網子	c=1 d=1 t=378
wei1 ruo4 	微弱	c=3 d=2.69827 t=165
wei2 	爲	c=5 d=2.13621 t=1360
wei2 du2 	唯獨	c=1 d=1 t=941
wei2 rao4 	圍繞	c=1 d=1 t=325
wei2 yi1 	唯一	c=4 d=1.97999 t=1201
wei2 zhu3 	爲主	c=1 d=1 t=1292
wei4 	位	c=3 d=2.07272 t=1127
wei4 dao4 	味道	c=1 d=1 t=536
wei4 du2 	未讀	c=1 d=1 t=942
wei4 le5 	爲了	c=2 d=1.06051 t=1147
wei4 yu2 	位於	c=1 d=1 t=1193
wei4 zhi4 	位置	c=1 d=1 t=929
wen2 feng1 bu4 dong4 	紋風不動	c=1 d=1 t=244
wo3 	我	c=16 d=5.24822 t=999
wo3 de5 	我的	c=1 d=1 t=990
wo3 men5 	我們	c=1 d=1 t=708
wo3 shi4 	我是	c=1 d=1 t=379
wo3 zi4 ji3 	我自己	c=1 d=1 t=849
wu2 	無	c=2 d=1.99501 t=301
wu2 du2 	無毒	c=0 d=0.1 t=18
wu2 du2 quan2 	無毒全	c=1 d=1 t=19
wu2 fa3 	無法	c=1 d=1 t=739
wu2 gan1 	無干	c=1 d=1 t=470
wu2 ke3 nai4 he2 	無可奈何	c=1 d=1 t=496
wu2 nai4 	無奈	c=1 d=1 t=427
wu3 du4 	五度	c=1 d=1 t=20
wu3 hou4 	午後	c=1 d=1 t=1049
wu3 ping2 	武平	c=2 d=1.96079 t=1116
wu4 	物	c=1 d=1 t=1280
wu4 pin3 	物品	c=2 d=1.96079 t=1117
wu4 ti3 	物體	c=4 d=1.9696 t=1291
wu4 zi1 	物資	c=1 d=1 t=685
xi1 	悉	c=1 d=1 t=1083
xi1 wang4 	希望	c=1 d=1 t=386
xi2 	習	c=1 d=1 t=1349
xi3 ai4 	喜愛	c=0 d=0.1 t=1345
xi3 huan1 	喜歡	c=1 d=1 t=542
xia4 	下	c=1 d=1 t=357
xian2 xin1 	閒心	c=1 d=1 t=600
xian4 chan3 	限產	c=1 d=1 t=40
xian4 chang2 	現場	c=1 d=1 t=41
xian4 zai4 	現在	c=3 d=2.56823 t=693
xiang1 dang1 	相當	c=2 d=1.81465 t=225
xiang1 gan1 	相干	c=1 d=1 t=219
xiang1 xin4 	相信	c=1 d=1 t=601
xiang3 che4 	響徹	c=1 d=1 t=876
xiang3 dao4 	想到	c=1 d=1 t=18
xiang3 guo4 	想過	c=2 d=1.53259 t=750
xiang3 xiang4 	想象	c=1 d=1 t=619
xiang3 xiang5 	想想	c=1 d=1 t=618
xiang3 yao1 	想要	c=1 d=1 t=77
xiang3 zai4 	想在	c=1 d=1 t=631
xiang4 	向	c=1 d=1 t=1150
xiang4 shi4 	像是	c=3 d=2.04581 t=957
xiang4 zheng1 	象徵	c=1 d=1 t=1040
xiao1 shi1 	消失	c=1 d=1 t=259
xiao1 xi2 	消息	c=2 d=1.91851 t=919
xiao3 jie3 	小姐	c=4 d=3.39103 t=253
xiao3 jie3 ei1 	小姐誒	c=1 d=1 t=154
xiao3 shi2 	小時	c=3 d=1.06982 t=927
xiao3 xiao3 	小小	c=1 d=1 t=950
xiao4 zhang3 	校長	c=1 d=1 t=1449
xie2 men2 wai1 dao4 	邪門歪道	c=1 d=1 t=1139
xin1 	新	c=1 d=1 t=1444
xin1 ren2 	新人	c=1 d=1 t=249
xin1 wen2 	新聞	c=1 d=1 t=912
xin4 ren2 	信任	c=1 d=1 t=248
xing2 	行	c=1 d=1 t=1152
xing2 pian4 	行騙	c=1 d=1 t=1156
xing4 yun4 	幸運	c=2 d=1.13399 t=980
xiu1 ru4 	羞辱	c=1 d=1 t=1439
xiu1 xi2 	休息	c=1 d=1 t=1142
xiu1 xi2 	修習	c=2 d=1.70822 t=1212
xu1 	需	c=1 d=1 t=779
xun4 xi2 	訊息	c=2 d=1.86071 t=973
ya1 po4 	壓迫	c=1 d=1 t=939
yan1 mo4 	淹沒	c=2 d=1.86502 t=1000
yan2 	妍	c=1 d=1 t=622
yan2 jiu4 	研究	c=1 d=1 t=30
yan2 se4 	顏色	c=2 d=1.65051 t=368
yan2 shen1 	延伸	c=1 d=1 t=101
yan2 xu4 	延續	c=1 d=1 t=341
yan3 chu1 	演出	c=4 d=3.03596 t=572
yan3 li3 	眼裏	c=1 d=1 t=915
yan3 qian2 	眼前	c=1 d=1 t=897
yan3 shen2 	眼神	c=1 d=1 t=100
yan4 zi5 	燕子	c=2 d=1.99501 t=635
yang4 zi5 	樣子	c=2 d=1.89583 t=658
yao4 	要	c=3 d=1.23434 t=1247
yao4 shi4 	要是	c=3 d=2.60906 t=203
yao4 shi5 	鑰匙	c=2 d=1.80654 t=204
ye1 	耶	c=3 d=1.04445 t=1466
ye3 	也	c=8 d=2.30191 t=1008
ye3 dou1 	也都	c=1 d=1 t=468
ye3 dui4 	也對	c=1 d=1 t=1367
ye3 shi4 	也是	c=2 d=1.07136 t=845
ye3 suan4 shi4 	也算是	c=2 d=1.89583 t=659
ye3 xin1 	野心	c=1 d=1 t=134
ye3 xu3 	也許	c=1 d=1 t=780
ye3 you3 	也有	c=1 d=1 t=714
ye4 	葉	c=2 d=1.99005 t=1344
yi1 	一	c=6 d=1.54168 t=959
yi1 chang2 	一場	c=1 d=1 t=994
yi1 dao4 	一道	c=2 d=1.85214 t=182
yi1 hao4 	一號	c=1 d=1 t=860
yi1 jian4 	一件	c=1 d=1 t=1115
yi1 jiu4 	依舊	c=1 d=1 t=243
yi1 kuai4 	一塊	c=2 d=1.90032 t=662
yi1 nian2 	一年	c=1 d=1 t=991
yi1 nian4 	一念	c=1 d=1 t=992
yi1 qi3 	一起	c=1 d=1 t=629
yi1 ran2 	依然	c=1 d=1 t=1012
yi1 ren2 	一人	c=1 d=1 t=1331
yi1 tao4 	一套	c=1 d=1 t=74
yi1 xia4 	一下	c=2 d=1.02171 t=798
yi1 zhang1 	一張	c=1 d=1 t=539
yi1 zhao4 	依照	c=1 d=1 t=702
yi1 zuo4 	一座	c=1 d=1 t=181
yi2 ge4 	一個	c=6 d=1.34681 t=1406
yi2 ge4 fan3 er2 	一個反而	c=1 d=1 t=35
yi2 han4 	遺憾	c=1 d=1 t=522
yi2 si4 	疑似	c=1 d=1 t=202
yi3 	以	c=5 d=1.97776 t=1452
yi3 hou4 	以後	c=1 d=1 t=751
yi3 jing1 	已經	c=1 d=1 t=576
yi4 	譯	c=1 d=1 t=1389
yi4 jian4 	意見	c=1 d=1 t=1114
yi4 shu4 	藝術	c=1 d=1 t=1219
yi4 si5 	意思	c=1 d=1 t=201
yi4 tu2 	意圖	c=1 d=1 t=130
yi4 zhong3 	一種	c=2 d=1.04097 t=1065
yin1 	因	c=2 d=1.58275 t=1313
yin1 ci3 	因此	c=1 d=1 t=1189
yin1 wei4 	因爲	c=2 d=1.02844 t=1207
yin1 yue4 	音樂	c=3 d=2.95581 t=1035
yin3 fa1 	引發	c=1 d=1 t=1180
yin3 man2 	隱瞞	c=1 d=1 t=1428
ying1 gai1 	應該	c=1 d=1 t=1399
ying1 shi4 	應是	c=1 d=1 t=237
ying3 shi4 	影視	c=1 d=1 t=236
ying4 ru4 	映入	c=1 d=1 t=896
yong3 you3 	擁有	c=1 d=1 t=135
you3 	有	c=8 d=1.85974 t=1457
you3 dian3 	有點	c=1 d=1 t=534
you4 	又	c=3 d=1.04521 t=1459
you4 lai2 	又來	c=1 d=1 t=1119
yu2 	於	c=2 d=1.73345 t=1051
yu2 le4 	娛樂	c=1 d=1 t=1355
yu3 	與	c=3 d=1.09731 t=1052
yu3 	語	c=2 d=1.28794 t=551
yu3 wo3 	與我	c=1 d=1 t=469
yu3 yan2 	語言	c=3 d=1.3832 t=936
yu3 yi3 	予以	c=1 d=1 t=1222
yu4 ji4 	預計	c=1 d=1 t=1396
yuan2 	員	c=1 d=1 t=1202
yuan2 li3 	原理	c=1 d=1 t=431
yuan2 sheng1 dai4 	原聲帶	c=1 d=1 t=544
yuan2 su4 	元素	c=1 d=1 t=533
yuan2 xing2 	圓形	c=1 d=1 t=13
yuan3 li2 	遠離	c=1 d=1 t=432
yun2 	耘	c=1 d=1 t=9
yun4 	暈	c=4 d=3.20478 t=1272
yun4 zhuan3 	運轉	c=1 d=1 t=1018
zai1 	災	c=1 d=1 t=1328
zai4 	在	c=17 d=5.05907 t=1277
zai4 jia1 	在家	c=1 d=1 t=1373
zan2 	咱	c=1 d=1 t=679
zang4 song4 	葬送	c=1 d=1 t=1434
zao1 dao4 	遭到	c=2 d=1.99501 t=1324
zao1 shou4 	遭受	c=1 d=1 t=1325
zao3 chen2 	早晨	c=1 d=1 t=969
zao3 nian2 	早年	c=1 d=1 t=1206
zao3 shang5 	早上	c=2 d=1.99501 t=676
zao4 cheng2 	造成	c=4 d=3.53152 t=442
zao4 yin1 	噪音	c=3 d=1.28455 t=1414
ze2 	則	c=1 d=1 t=1363
zen3 me5 	怎麽	c=1 d=1 t=745
zhan4 	棧	c=2 d=1.57121 t=1310
zhao3 	找	c=1 d=1 t=448
zhao3 bu5 dao4 	找不到	c=1 d=1 t=290
zhe1 yan3 	遮掩	c=1 d=1 t=709
zhe3 	者	c=1 d=1 t=1295
zhe4 	這	c=4 d=1.48218 t=887
zhe4 bei4 zi5 	這輩子	c=1 d=1 t=304
zhe4 ge5 	這個	c=5 d=1.99602 t=985
zhe4 ju4 hua4 	這句話	c=1 d=1 t=124
zhe4 li3 	這裏	c=1 d=1 t=352
zhe4 shi4 	這是	c=1 d=1 t=425
zhe4 yang4 	這樣	c=5 d=1.12596 t=1426
zhe4 yi1 	這一	c=1 d=1 t=984
zhe4 zhang1 	這張	c=1 d=1 t=525
zhe4 zhong3 	這種	c=1 d=1 t=747
zhe5 	着	c=1 d=1 t=214
zhen1 de5 	真的	c=2 d=1.97531 t=57
zhen1 ge4 	真個	c=1 d=1 t=877
zheng1 yang2 	正陽	c=1 d=1 t=417
zheng3 ge5 	整個	c=1 d=1 t=878
zheng3 tiao2 	整條	c=1 d=1 t=104
zheng4 ming2 	證明	c=1 d=1 t=128
zhi1 	之	c=1 d=1 t=1327
zhi1 chi2 	支持	c=1 d=1 t=6
zhi1 dao4 	知道	c=2 d=1.01133 t=1312
zhi1 hou4 	之後	c=3 d=1.11434 t=1173
zhi1 jian1 	之間	c=1 d=1 t=993
zhi1 lei4 	之類	c=0 d=0.1 t=760
zhi1 lei4 de5 	之類的	c=2 d=1.89137 t=784
zhi1 qian2 	之前	c=1 d=1 t=27
zhi1 ren2 	之人	c=4 d=2.27704 t=1351
zhi2 	擲	c=1 d=1 t=95
zhi2 dao4 	直到	c=1 d=1 t=1317
zhi2 gan3 	質感	c=1 d=1 t=1465
zhi2 jie1 	直接	c=1 d=1 t=555
zhi3 sheng4 xia4 	只剩下	c=1 d=1 t=314
zhi3 shi4 	只是	c=2 d=1.2265 t=367
zhi3 yao1 	只要	c=4 d=1.20782 t=1296
zhi3 you3 	只有	c=1 d=1 t=848
zhi4 jin1 	至今	c=1 d=1 t=1337
zhi4 shao3 	至少	c=2 d=1.03474 t=786
zhong1 	中	c=5 d=3.03933 t=1230
zhong1 duan1 	終端	c=1 d=1 t=1419
zhong1 duan4 	中斷	c=1 d=1 t=1420
zhong1 jian1 	中間	c=1 d=1 t=1417
zhong1 jiu4 	終究	c=1 d=1 t=69
zhong1 wu3 	中午	c=1 d=1 t=686
zhong1 yang1 	中央	c=2 d=1.93707 t=349
zhou1 	周	c=1 d=1 t=328
zhou1 nian2 	週年	c=1 d=1 t=1047
zhou1 wei2 	周圍	c=2 d=1.98511 t=1072
zhou1 zao1 	週遭	c=1 d=1 t=1057
zhu3 ti2 	主題	c=1 d=1 t=570
zhu3 yao1 	主要	c=1 d=1 t=1401
zhu3 yao1 shi4 	主要是	c=1 d=1 t=1460
zhu4 cheng1 	著稱	c=1 d=1 t=1129
zhu4 ni3 	祝你	c=1 d=0.651563 t=244
zhu4 ni3 hao3 yun4 	祝你好運	c=1 d=1 t=245
zhu4 zai4 	住在	c=1 d=1 t=691
zhuan3 	轉	c=4 d=2.86324 t=1388
zhuan3 cun1 	轉村	c=1 d=1 t=1273
zhuan3 dong4 	轉動	c=1 d=1 t=1013
zhuan3 hua4 	轉化	c=1 d=1 t=1258
zhuan3 xiang4 	轉向	c=1 d=1 t=1153
zhuo1 	桌	c=1 d=1 t=363
zhuo1 qiu2 	桌球	c=1 d=1 t=362
zi1 xun2 	諮詢	c=1 d=1 t=549
zi1 xun4 	資訊	c=1 d=1 t=550
zi4 cong2 	自從	c=1 d=1 t=717
zi4 ding4 	自定	c=1 d=1 t=78
zi4 ji3 	自己	c=1 d=1 t=87
zi4 ran2 	自然	c=1 d=1 t=1290
zi4 si1 	自私	c=2 d=1.8311 t=420
zong1 jiao4 	宗教	c=2 d=1.94176 t=1179
zong3 jue2 	總覺	c=0 d=0.1 t=798
zong3 jue2 de5 	總覺的	c=2 d=1.96079 t=807
zou3 lang2 	走廊	c=1 d=1 t=106
zu2 gou4 	足夠	c=2 d=1.03474 t=1249
zu2 ji1 	足跡	c=2 d=1.95123 t=1104
zu2 yi3 	足以	c=1 d=1 t=127
zui3 	嘴	c=1 d=1 t=520
zui4 	最	c=1 d=1 t=511
zui4 hao3 	最好	c=2 d=1.96561 t=446
zui4 hou4 	最後	c=1 d=1 t=15
zui4 qiang2 	最強	c=1 d=1 t=345
zui4 xin1 	最新	c=1 d=1 t=918
zuo4 	做	c=2 d=1.0319 t=774
zuo4 jia1 	作家	c=4 d=3.09993 t=811
zuo4 jie1 	做街	c=1 d=1 t=810
zuo4 pin3 	作品	c=3 d=2.70336 t=1265
